,case:concept:name,concept:name,org:resource,time:timestamp,start time,seriousness,customer,product,seriousness_2,service_level,service_type,workgroup
16682,Case 3571,Closed,Value 5,2006-12-05 00:00:00+00:00,40:44.0,Value 1,Value 150,Value 3,Value 2,Value 3,Value 1,Value 3
16681,Case 3571,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,45:23.0,Value 1,Value 150,Value 3,Value 2,Value 3,Value 1,Value 3
16680,Case 3571,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,44:53.0,Value 1,Value 150,Value 3,Value 2,Value 3,Value 1,Value 3
16679,Case 3571,Wait,Value 2,2006-12-05 00:00:00+00:00,38:49.0,Value 1,Value 150,Value 3,Value 2,Value 3,Value 1,Value 3
16678,Case 3571,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,30:47.0,Value 1,Value 150,Value 3,Value 2,Value 3,Value 1,Value 3
16677,Case 3571,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,30:34.0,Value 1,Value 150,Value 3,Value 2,Value 3,Value 1,Value 3
16794,Case 3595,Closed,Value 5,2006-12-05 00:00:00+00:00,40:14.0,Value 1,Value 59,Value 3,Value 1,Value 2,Value 1,Value 1
16793,Case 3595,Resolve ticket,Value 7,2006-12-05 00:00:00+00:00,41:42.0,Value 1,Value 59,Value 3,Value 1,Value 2,Value 1,Value 1
16792,Case 3595,Take in charge ticket,Value 7,2006-12-05 00:00:00+00:00,40:51.0,Value 1,Value 59,Value 3,Value 1,Value 2,Value 1,Value 1
16791,Case 3595,Wait,Value 2,2006-12-05 00:00:00+00:00,09:52.0,Value 1,Value 59,Value 3,Value 1,Value 2,Value 1,Value 1
16790,Case 3595,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,09:23.0,Value 1,Value 59,Value 3,Value 1,Value 2,Value 1,Value 1
16789,Case 3595,Wait,Value 7,2006-12-05 00:00:00+00:00,52:37.0,Value 1,Value 59,Value 3,Value 1,Value 2,Value 1,Value 1
16788,Case 3595,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,33:20.0,Value 1,Value 59,Value 3,Value 1,Value 2,Value 1,Value 1
17229,Case 3690,Closed,Value 5,2006-12-05 00:00:00+00:00,11:26.0,Value 1,Value 155,Value 3,Value 1,Value 2,Value 1,Value 1
17228,Case 3690,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,48:05.0,Value 1,Value 155,Value 3,Value 1,Value 2,Value 1,Value 1
17227,Case 3690,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,47:43.0,Value 1,Value 155,Value 3,Value 1,Value 2,Value 1,Value 1
17226,Case 3690,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,11:13.0,Value 1,Value 155,Value 3,Value 1,Value 2,Value 1,Value 1
17225,Case 3690,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,10:43.0,Value 1,Value 155,Value 3,Value 1,Value 2,Value 1,Value 1
17223,Case 3690,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,05:55.0,Value 1,Value 155,Value 3,Value 1,Value 2,Value 1,Value 1
17224,Case 3690,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,37:36.0,Value 1,Value 155,Value 3,Value 1,Value 2,Value 1,Value 1
16671,Case 3569,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,41:20.0,Value 1,Value 191,Value 4,Value 2,Value 2,Value 1,Value 1
16048,Case 3436,Closed,Value 3,2006-12-05 00:00:00+00:00,46:53.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
16047,Case 3436,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,46:38.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
16046,Case 3436,Wait,Value 2,2006-12-05 00:00:00+00:00,17:56.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
16045,Case 3436,Wait,Value 9,2006-12-05 00:00:00+00:00,40:04.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
16044,Case 3436,Wait,Value 9,2006-12-05 00:00:00+00:00,25:46.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
16043,Case 3436,Wait,Value 9,2006-12-05 00:00:00+00:00,24:48.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
16042,Case 3436,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,31:53.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
16041,Case 3436,Assign seriousness,Value 18,2006-12-05 00:00:00+00:00,26:27.0,Value 1,Value 22,Value 1,Value 4,Value 2,Value 1,Value 1
16149,Case 3456,Resolve ticket,Value 6,2006-12-05 00:00:00+00:00,06:13.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 2
16148,Case 3456,Take in charge ticket,Value 6,2006-12-05 00:00:00+00:00,40:11.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 2
16147,Case 3456,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,34:57.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 2
16146,Case 3456,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,34:52.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 2
16145,Case 3456,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,34:37.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 2
16150,Case 3456,Closed,Value 5,2006-12-05 00:00:00+00:00,40:57.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 2
16107,Case 3449,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,32:49.0,Value 1,Value 9,Value 2,Value 2,Value 3,Value 1,Value 1
16108,Case 3449,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,15:37.0,Value 1,Value 9,Value 2,Value 2,Value 2,Value 1,Value 1
16109,Case 3449,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,46:18.0,Value 1,Value 9,Value 2,Value 2,Value 2,Value 1,Value 1
16111,Case 3449,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,40:33.0,Value 1,Value 9,Value 2,Value 2,Value 2,Value 1,Value 1
16112,Case 3449,Closed,Value 3,2006-12-05 00:00:00+00:00,40:51.0,Value 1,Value 9,Value 2,Value 2,Value 2,Value 1,Value 1
16110,Case 3449,Wait,Value 2,2006-12-05 00:00:00+00:00,34:35.0,Value 1,Value 9,Value 2,Value 2,Value 2,Value 1,Value 1
16642,Case 3562,Closed,Value 3,2006-12-05 00:00:00+00:00,35:54.0,Value 1,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1
16641,Case 3562,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,35:36.0,Value 1,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1
16640,Case 3562,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,17:30.0,Value 1,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1
16639,Case 3562,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,49:04.0,Value 1,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1
16638,Case 3562,Wait,Value 9,2006-12-05 00:00:00+00:00,17:52.0,Value 1,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1
16637,Case 3562,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,29:48.0,Value 1,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1
16636,Case 3562,Assign seriousness,Value 14,2006-12-05 00:00:00+00:00,38:58.0,Value 1,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1
16670,Case 3569,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,47:17.0,Value 1,Value 191,Value 4,Value 2,Value 2,Value 1,Value 1
16618,Case 3557,Closed,Value 5,2006-12-05 00:00:00+00:00,51:05.0,Value 1,Value 174,Value 1,Value 2,Value 2,Value 1,Value 1
16617,Case 3557,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,50:50.0,Value 1,Value 174,Value 1,Value 2,Value 2,Value 1,Value 1
16616,Case 3557,Take in charge ticket,Value 10,2006-12-05 00:00:00+00:00,19:23.0,Value 1,Value 174,Value 1,Value 2,Value 2,Value 1,Value 1
16615,Case 3557,Insert ticket,Value 6,2006-12-05 00:00:00+00:00,13:15.0,Value 1,Value 174,Value 1,Value 2,Value 2,Value 1,Value 1
16672,Case 3569,Closed,Value 3,2006-12-05 00:00:00+00:00,41:42.0,Value 1,Value 191,Value 4,Value 2,Value 2,Value 1,Value 1
17341,Case 3716,Take in charge ticket,Value 7,2006-12-05 00:00:00+00:00,42:53.0,Value 1,Value 53,Value 3,Value 1,Value 2,Value 1,Value 1
18309,Case 3925,Closed,Value 5,2006-12-05 00:00:00+00:00,40:45.0,Value 1,Value 17,Value 3,Value 2,Value 2,Value 1,Value 1
18307,Case 3925,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,43:57.0,Value 1,Value 17,Value 3,Value 2,Value 2,Value 1,Value 1
18306,Case 3925,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,39:49.0,Value 1,Value 17,Value 3,Value 2,Value 2,Value 1,Value 1
18305,Case 3925,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,36:06.0,Value 1,Value 17,Value 3,Value 2,Value 2,Value 1,Value 1
18308,Case 3925,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,43:57.0,Value 1,Value 17,Value 3,Value 2,Value 2,Value 1,Value 1
18112,Case 3883,Assign seriousness,Value 11,2006-12-05 00:00:00+00:00,04:13.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 1
18115,Case 3883,Closed,Value 5,2006-12-05 00:00:00+00:00,10:20.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 1
18114,Case 3883,Resolve ticket,Value 11,2006-12-05 00:00:00+00:00,09:08.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 1
18113,Case 3883,Take in charge ticket,Value 11,2006-12-05 00:00:00+00:00,04:20.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 1
18111,Case 3883,Insert ticket,Value 11,2006-12-05 00:00:00+00:00,03:18.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 1
18399,Case 3947,Resolve ticket,Value 14,2006-12-05 00:00:00+00:00,51:41.0,Value 1,Value 73,Value 1,Value 2,Value 3,Value 1,Value 1
18398,Case 3947,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,44:06.0,Value 1,Value 73,Value 1,Value 2,Value 3,Value 1,Value 1
18397,Case 3947,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,44:01.0,Value 1,Value 73,Value 1,Value 2,Value 3,Value 1,Value 1
18396,Case 3947,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,01:29.0,Value 1,Value 73,Value 1,Value 2,Value 3,Value 1,Value 1
18400,Case 3947,Closed,Value 5,2006-12-05 00:00:00+00:00,11:02.0,Value 1,Value 73,Value 1,Value 2,Value 3,Value 1,Value 1
17340,Case 3716,Assign seriousness,Value 7,2006-12-05 00:00:00+00:00,41:40.0,Value 1,Value 53,Value 3,Value 1,Value 2,Value 1,Value 1
17566,Case 3768,Wait,Value 9,2006-12-05 00:00:00+00:00,14:03.0,Value 1,Value 142,Value 2,Value 2,Value 2,Value 1,Value 1
17565,Case 3768,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,34:03.0,Value 1,Value 142,Value 2,Value 2,Value 2,Value 1,Value 1
17564,Case 3768,Wait,Value 9,2006-12-05 00:00:00+00:00,18:45.0,Value 1,Value 142,Value 2,Value 2,Value 2,Value 1,Value 1
17563,Case 3768,Take in charge ticket,Value 8,2006-12-05 00:00:00+00:00,08:23.0,Value 1,Value 142,Value 2,Value 2,Value 2,Value 1,Value 1
17562,Case 3768,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,07:55.0,Value 1,Value 142,Value 2,Value 2,Value 2,Value 1,Value 1
17567,Case 3768,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,47:04.0,Value 1,Value 142,Value 2,Value 2,Value 2,Value 1,Value 1
17568,Case 3768,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,47:46.0,Value 1,Value 142,Value 2,Value 2,Value 2,Value 1,Value 1
17569,Case 3768,Closed,Value 5,2006-12-05 00:00:00+00:00,47:58.0,Value 1,Value 142,Value 2,Value 2,Value 2,Value 1,Value 1
17587,Case 3772,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,47:44.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
17586,Case 3772,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,46:02.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
17585,Case 3772,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,00:17.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
17588,Case 3772,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,21:39.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
17589,Case 3772,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,05:00.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
17590,Case 3772,Closed,Value 5,2006-12-05 00:00:00+00:00,05:21.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
17357,Case 3718,Closed,Value 5,2006-12-05 00:00:00+00:00,50:57.0,Value 1,Value 28,Value 1,Value 1,Value 3,Value 1,Value 1
17356,Case 3718,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,50:41.0,Value 1,Value 28,Value 1,Value 1,Value 3,Value 1,Value 1
17355,Case 3718,Wait,Value 9,2006-12-05 00:00:00+00:00,07:15.0,Value 1,Value 28,Value 1,Value 1,Value 3,Value 1,Value 1
17354,Case 3718,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,59:13.0,Value 1,Value 28,Value 1,Value 1,Value 3,Value 1,Value 1
17353,Case 3718,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,59:59.0,Value 1,Value 28,Value 1,Value 1,Value 3,Value 1,Value 1
17352,Case 3718,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,35:19.0,Value 1,Value 28,Value 1,Value 1,Value 3,Value 1,Value 1
17351,Case 3718,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,20:12.0,Value 1,Value 28,Value 1,Value 1,Value 3,Value 1,Value 1
17343,Case 3716,Closed,Value 5,2006-12-05 00:00:00+00:00,50:34.0,Value 1,Value 53,Value 3,Value 1,Value 2,Value 1,Value 1
17342,Case 3716,Resolve ticket,Value 7,2006-12-05 00:00:00+00:00,43:02.0,Value 1,Value 53,Value 3,Value 1,Value 2,Value 1,Value 1
17945,Case 3845,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,38:23.0,Value 1,Value 246,Value 2,Value 1,Value 2,Value 1,Value 1
17948,Case 3845,Closed,Value 5,2006-12-05 00:00:00+00:00,40:22.0,Value 1,Value 246,Value 2,Value 1,Value 2,Value 1,Value 1
17947,Case 3845,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,06:31.0,Value 1,Value 246,Value 2,Value 1,Value 2,Value 1,Value 1
17946,Case 3845,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,06:30.0,Value 1,Value 246,Value 2,Value 1,Value 2,Value 1,Value 1
17944,Case 3845,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,38:13.0,Value 1,Value 246,Value 2,Value 1,Value 2,Value 1,Value 1
17732,Case 3803,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,50:24.0,Value 1,Value 120,Value 2,Value 1,Value 2,Value 1,Value 1
17733,Case 3803,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,51:44.0,Value 1,Value 120,Value 2,Value 1,Value 2,Value 1,Value 1
17734,Case 3803,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,54:37.0,Value 1,Value 120,Value 2,Value 1,Value 2,Value 1,Value 1
17735,Case 3803,Closed,Value 5,2006-12-05 00:00:00+00:00,00:26.0,Value 1,Value 120,Value 2,Value 1,Value 2,Value 1,Value 1
17796,Case 3815,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,02:02.0,Value 1,Value 47,Value 3,Value 1,Value 2,Value 1,Value 1
17797,Case 3815,Closed,Value 5,2006-12-05 00:00:00+00:00,40:22.0,Value 1,Value 47,Value 3,Value 1,Value 2,Value 1,Value 1
17795,Case 3815,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,01:56.0,Value 1,Value 47,Value 3,Value 1,Value 2,Value 1,Value 1
17794,Case 3815,Wait,Value 14,2006-12-05 00:00:00+00:00,32:25.0,Value 1,Value 47,Value 3,Value 1,Value 2,Value 1,Value 1
17793,Case 3815,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,36:14.0,Value 1,Value 47,Value 3,Value 1,Value 2,Value 1,Value 1
3018,Case 656,Wait,Value 1,2006-12-05 00:00:00+00:00,21:14.0,Value 1,Value 71,Value 1,Value 1,Value 3,Value 1,Value 1
3017,Case 656,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,40:06.0,Value 1,Value 71,Value 1,Value 1,Value 3,Value 1,Value 1
3016,Case 656,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,39:25.0,Value 1,Value 71,Value 1,Value 1,Value 3,Value 1,Value 1
3019,Case 656,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,57:06.0,Value 1,Value 71,Value 1,Value 1,Value 3,Value 1,Value 1
3020,Case 656,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,57:07.0,Value 1,Value 71,Value 1,Value 1,Value 3,Value 1,Value 1
3021,Case 656,Closed,Value 3,2006-12-05 00:00:00+00:00,57:25.0,Value 1,Value 71,Value 1,Value 1,Value 3,Value 1,Value 1
4915,Case 1062,Wait,Value 1,2006-12-05 00:00:00+00:00,49:28.0,Value 1,Value 89,Value 1,Value 1,Value 2,Value 1,Value 1
4914,Case 1062,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,46:12.0,Value 1,Value 89,Value 1,Value 1,Value 2,Value 1,Value 1
4916,Case 1062,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,06:45.0,Value 1,Value 89,Value 1,Value 1,Value 2,Value 1,Value 1
4917,Case 1062,Closed,Value 5,2006-12-05 00:00:00+00:00,11:08.0,Value 1,Value 89,Value 1,Value 1,Value 2,Value 1,Value 1
4721,Case 1023,Closed,Value 3,2006-12-05 00:00:00+00:00,15:06.0,Value 1,Value 237,Value 1,Value 2,Value 3,Value 1,Value 1
4720,Case 1023,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,14:48.0,Value 1,Value 237,Value 1,Value 2,Value 3,Value 1,Value 1
4718,Case 1023,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,39:30.0,Value 1,Value 237,Value 1,Value 2,Value 3,Value 1,Value 1
4719,Case 1023,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,14:48.0,Value 1,Value 237,Value 1,Value 2,Value 3,Value 1,Value 1
4252,Case 923,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,23:34.0,Value 1,Value 51,Value 8,Value 4,Value 2,Value 1,Value 1
4254,Case 923,Closed,Value 5,2006-12-05 00:00:00+00:00,20:44.0,Value 1,Value 51,Value 8,Value 4,Value 2,Value 1,Value 1
4253,Case 923,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,23:34.0,Value 1,Value 51,Value 8,Value 4,Value 2,Value 1,Value 1
4251,Case 923,Assign seriousness,Value 4,2006-12-05 00:00:00+00:00,12:53.0,Value 1,Value 51,Value 8,Value 4,Value 2,Value 1,Value 1
917,Case 199,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,45:50.0,Value 1,Value 103,Value 2,Value 1,Value 2,Value 1,Value 1
969,Case 210,Closed,Value 3,2006-12-05 00:00:00+00:00,30:02.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
968,Case 210,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,29:45.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
966,Case 210,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,30:28.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
965,Case 210,Assign seriousness,Value 14,2006-12-05 00:00:00+00:00,42:37.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
967,Case 210,Wait,Value 9,2006-12-05 00:00:00+00:00,25:14.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
919,Case 199,Closed,Value 5,2006-12-05 00:00:00+00:00,50:26.0,Value 1,Value 103,Value 2,Value 1,Value 2,Value 1,Value 1
918,Case 199,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,27:28.0,Value 1,Value 103,Value 2,Value 1,Value 2,Value 1,Value 1
218,Case 48,Closed,Value 5,2006-12-05 00:00:00+00:00,08:51.0,Value 1,Value 36,Value 3,Value 1,Value 2,Value 1,Value 1
216,Case 48,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,07:41.0,Value 1,Value 36,Value 3,Value 1,Value 2,Value 1,Value 1
215,Case 48,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,07:33.0,Value 1,Value 36,Value 3,Value 1,Value 2,Value 1,Value 1
214,Case 48,Insert ticket,Value 12,2006-12-05 00:00:00+00:00,42:59.0,Value 1,Value 36,Value 3,Value 3,Value 2,Value 1,Value 1
217,Case 48,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,08:33.0,Value 1,Value 36,Value 3,Value 1,Value 2,Value 1,Value 1
79,Case 18,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,22:40.0,Value 1,Value 18,Value 4,Value 1,Value 2,Value 1,Value 1
78,Case 18,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,22:40.0,Value 1,Value 18,Value 4,Value 1,Value 2,Value 1,Value 1
77,Case 18,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,04:03.0,Value 1,Value 18,Value 4,Value 1,Value 2,Value 1,Value 1
76,Case 18,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,06:11.0,Value 1,Value 18,Value 4,Value 1,Value 2,Value 1,Value 1
80,Case 18,Closed,Value 3,2006-12-05 00:00:00+00:00,23:01.0,Value 1,Value 18,Value 4,Value 1,Value 2,Value 1,Value 1
1629,Case 354,Closed,Value 5,2006-12-05 00:00:00+00:00,00:12.0,Value 1,Value 151,Value 3,Value 1,Value 2,Value 2,Value 1
1628,Case 354,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,53:04.0,Value 1,Value 151,Value 3,Value 1,Value 2,Value 2,Value 1
1627,Case 354,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,52:59.0,Value 1,Value 151,Value 3,Value 1,Value 2,Value 2,Value 1
1663,Case 361,Closed,Value 3,2006-12-05 00:00:00+00:00,26:59.0,Value 1,Value 22,Value 12,Value 1,Value 2,Value 1,Value 1
1662,Case 361,Resolve ticket,Value 18,2006-12-05 00:00:00+00:00,26:42.0,Value 1,Value 22,Value 12,Value 1,Value 2,Value 1,Value 1
1661,Case 361,Wait,Value 18,2006-12-05 00:00:00+00:00,37:40.0,Value 1,Value 22,Value 12,Value 1,Value 2,Value 1,Value 1
1660,Case 361,Take in charge ticket,Value 18,2006-12-05 00:00:00+00:00,37:05.0,Value 1,Value 22,Value 12,Value 1,Value 2,Value 1,Value 1
1659,Case 361,Resolve ticket,Value 18,2006-12-05 00:00:00+00:00,18:39.0,Value 1,Value 22,Value 12,Value 1,Value 2,Value 1,Value 1
1658,Case 361,Wait,Value 18,2006-12-05 00:00:00+00:00,09:15.0,Value 1,Value 22,Value 12,Value 1,Value 2,Value 1,Value 1
1657,Case 361,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,09:39.0,Value 1,Value 22,Value 12,Value 1,Value 2,Value 1,Value 1
1656,Case 361,Assign seriousness,Value 18,2006-12-05 00:00:00+00:00,28:49.0,Value 1,Value 22,Value 12,Value 1,Value 2,Value 1,Value 1
1626,Case 354,Wait,Value 9,2006-12-05 00:00:00+00:00,11:53.0,Value 1,Value 151,Value 3,Value 1,Value 2,Value 2,Value 1
1625,Case 354,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,10:21.0,Value 1,Value 151,Value 3,Value 1,Value 2,Value 2,Value 1
1351,Case 295,Resolve ticket,Value 17,2006-12-05 00:00:00+00:00,06:58.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 4
1350,Case 295,Take in charge ticket,Value 6,2006-12-05 00:00:00+00:00,30:22.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 4
1349,Case 295,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,20:54.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 4
1352,Case 295,Resolve ticket,Value 17,2006-12-05 00:00:00+00:00,06:59.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 4
1353,Case 295,Closed,Value 5,2006-12-05 00:00:00+00:00,31:03.0,Value 1,Value 92,Value 3,Value 2,Value 2,Value 2,Value 4
1701,Case 368,Closed,Value 5,2006-12-05 00:00:00+00:00,04:06.0,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1
1700,Case 368,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,03:51.0,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1
1699,Case 368,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,13:16.0,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1
1698,Case 368,Wait,Value 13,2006-12-05 00:00:00+00:00,18:54.0,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1
1697,Case 368,Wait,Value 13,2006-12-05 00:00:00+00:00,18:51.0,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1
1696,Case 368,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,55:26.0,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1
1695,Case 368,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,08:20.0,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1
1694,Case 368,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,08:02.0,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1
8771,Case 1874,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,48:58.0,Value 1,Value 46,Value 1,Value 1,Value 2,Value 1,Value 1
8770,Case 1874,Wait,Value 9,2006-12-05 00:00:00+00:00,03:23.0,Value 1,Value 46,Value 1,Value 1,Value 2,Value 1,Value 1
8769,Case 1874,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,18:56.0,Value 1,Value 46,Value 1,Value 1,Value 2,Value 1,Value 1
8768,Case 1874,Assign seriousness,Value 14,2006-12-05 00:00:00+00:00,32:46.0,Value 1,Value 46,Value 1,Value 1,Value 2,Value 1,Value 1
8767,Case 1874,Insert ticket,Value 14,2006-12-05 00:00:00+00:00,03:56.0,Value 1,Value 46,Value 1,Value 1,Value 2,Value 1,Value 1
8772,Case 1874,Closed,Value 3,2006-12-05 00:00:00+00:00,49:14.0,Value 1,Value 46,Value 1,Value 1,Value 2,Value 1,Value 1
9244,Case 1978,Closed,Value 3,2006-12-05 00:00:00+00:00,54:56.0,Value 1,Value 323,Value 1,Value 2,Value 2,Value 1,Value 1
